word1,word2,count
intelligence,agency,8
monday,that,85
team,in,210
or,something,398
great,bunch,6
in,training,44
of,guys,54
jimi,hendrix,15
bout,to,237
mi,and,8
planning,to,169
and,team,38
to,may,29
eat,to,10
may,it,23
that,its,297
don't,actually,21
invite,your,11
there,to,285
your,friends,258
am,feeling,41
actually,believe,11
friends,too,8
feeling,a,86
that,at,192
at,bottom,8
i,learned,270
learned,on,15
up,as,210
last,week,1194
my,lunch,45
better,thanks,10
lunch,break,28
birthday,you,15
signed,a,96
break,i,37
you,son,8
a,tentative,22
i,absolutely,107
son,of,204
historical,fiction,18
tentative,agreement,8
absolutely,love,69
fiction,is,13
a,bitch,171
agreement,to,32
is,any,50
tearing,down,10
to,tap,44
any,different,20
different,from,174
the,dinner,57
a,present,29
from,writing,9
present,for,29
and,bake,60
any,other,518
bake,sale,16
the,ongoing,46
other,kind,16
back,tomorrow,36
sale,in,50
of,fiction,25
in,sociology,7
its,very,87
and,retrieve,5
retrieve,it,6
his,chest,32
it,times,16
rd,floor,11
love,coming,13
floor,all,9
ultimately,led,6
coming,home,81
all,proceeds,22
led,him,24
get,weird,5
him,to,1078
proceeds,to,34
school,for,111
writing,for,55
a,couple,1573
a,respiratory,5
for,readers,18
couple,hours,31
a,plain,31
a,kindle,26
take,a,1389
kindle,and,11
ticket,to,62
so,all,52
a,nap,134
to,las,19
all,those,359
those,things,183
things,must,10
vegas,with,6
study,hall,14
must,work,19
said,during,57
hall,and,49
her,in,235
during,the,1836
join,us,355
the,hearing,89
im,hungry,15
hearing,to,14
to,determine,216
and,readers,11
the,summer,470
determine,whether,54
now,but,198
how,can,373
guys,ever,10
sufficient,evidence,11
can,i,733
a,foot,146
the,usual,154
ever,come,33
exists,for,10
say,no,127
on,nov,76
i,suppose,201
officers,to,32
come,in,430
abraham,lincoln,41
to,stand,238
stand,trial,9
was,elected,49
suppose,that's,6
elected,president,19
that's,out,5
shares,fell,19
fell,in,131
in,monday,8
the,worlds,137
the,question,428
definition,of,135
monday,morning,112
of,historical,22
morning,trading,7
trading,on,13
listened,to,168
report,released,21
in,march,381
fears,that,25
least,that,22
released,today,24
that,new,94
that,of,323
seven,states,5
more,in,203
states,had,8
improvement,over,11
past,two,164
over,last,17
of,margaret,5
doing,some,106
two,days,280
days,than,5
some,awesome,45
following,a,117
than,i,443
but,we,885
a,botched,5
can,and,123
have,in,206
and,must,46
attempt,to,385
must,do,63
to,blow,84
do,better,73
most,epic,5
blow,up,47
two,years,764
up,an,129
is,useful,14
if,someone,146
useful,for,26
jackie,and,5
asked,where,14
a,writer,138
where,i'd,10
i'd,like,248
business,travel,6
are,leaving,22
set,in,179
travel,on,9
leaving,this,12
this,morning,1221
in,five,130
can,add,66
wish,we,83
the,writer,85
much,to,408
we,could,567
the,marriage,43
have,had,580
had,breakfast,10
ceremony,and,15
what,are,773
and,can,307
it's,really,183
a,porch,6
are,they,226
can,make,541
porch,with,7
make,or,14
gratifying,to,8
with,and,353
or,break,23
to,hear,1237
break,your,18
other,than,465
hear,that,176
the,tree,174
than,getting,8
that,we,1858
getting,the,300
be,from,45
from,to,475
wondered,what,35
the,shaft,6
to,pm,399
making,our,29
what,will,195
i've,met,30
will,happen,139
to,bed,437
the,audubon,8
happen,next,16
met,some,30
bed,now,20
easy,to,531
some,great,223
his,site,8
nature,center,12
great,people,46
site,is,81
get,and,33
people,including,38
including,your,12
and,use,177
the,point,557
thanks,so,323
simple,to,30
the,tide,39
to,understand,359
tide,is,6
much,for,476
understand,and,46
cost,is,58
is,high,42
for,saying,36
just,don't,270
high,but,13
have,the,2022
a,genuine,41
the,energy,144
always,about,13
on,i'm,21
energy,to,59
i'm,gonna,371
about,who,75
gonna,be,606
who,helps,16
he's,always,25
wear,shoes,6
be,your,183
helps,you,35
shoes,to,21
your,number,74
major,announcement,7
to,hike,14
what's,in,48
hike,in,12
paying,it,8
in,maryland,63
it,forward,19
his,latest,56
west,is,21
party,time,17
is,posted,16
help,them,149
posted,on,118
them,good,11
clothing,and,33
want,an,43
good,karma,7
and,take,353
gives,us,83
a,flashlight,9
it's,almost,118
an,idea,191
the,reality,144
will,only,108
of,how,516
only,be,134
honestly,is,6
to,accommodate,67
hurt,a,20
up,until,97
that,you,2117
until,midnight,20
a,guy,422
guy,you,33
were,never,54
never,good,14
i'm,years,5
be,out,189
good,for,425
family,and,501
weather,is,111
out,for,836
and,friends,247
for,how,105
you're,the,151
friends,at,80
how,ever,7
the,outing,6
many,games,27
games,they,16
be,cancelled,10
out,game,7
just,remember,43
remember,what,63
call,the,204
the,office,423
we,used,110
time,they,168
light,for,19
used,to,1611
they,signed,9
before,pm,40
my,favorite,984
a,record,188
anyone,at,27
to,change,695
contract,in,28
the,hike,27
mine,to,21
hike,to,16
the,group,488
group,was,41
see,if,455
yes,we,165
support,local,20
the,height,46
it,has,1502
local,beer,11
height,of,51
been,cancelled,9
a,heat,28
to,weather,18
haha,yeah,47
but,things,18
man,it,31
yeah,it's,51
it's,mine,8
took,a,579
im,a,282
been,a,1446
a,turn,36
years,of,615
a,woman,584
a,shitty,20
of,no,99
turn,for,17
shitty,day,8
is,very,584
now,she,85
day,hopefully,7
very,quiet,17
the,worse,35
phone,i,50
hopefully,it,45
said,not,34
it,goes,206
i,finally,269
so,remember,9
finally,got,129
remember,to,150
better,tomorrow,12
the,physical,100
one,when,31
leave,it,138
i,turned,98
sense,but,22
you,my,172
on,when,78
tainted,by,6
turned,my,19
but,in,658
my,love,195
my,family,478
you,set,35
the,sense,116
set,it,64
sense,of,687
it,down,266
of,being,546
sucks,lol,8
its,a,921
and,burn,14
i've,had,237
a,beautiful,548
burn,this,7
had,them,51
to,focus,229
beautiful,day,204
this,fucking,18
them,all,315
focus,on,539
throughout,the,543
place,to,504
drug,use,33
the,ground,531
great,state,16
the,tasks,9
cant,sleep,27
lol,lets,5
tasks,at,7
alcoholism,and,5
of,georgia,23
sleep,with,48
at,hand,64
lets,have,9
and,an,614
an,unprecedented,28
hand,and,157
and,accept,25
mountain,to,10
situations,and,21
done,and,148
and,learn,128
plains,to,5
and,done,81
learn,from,142
just,saw,357
from,them,138
saw,a,333
river,street,6
as,she,483
she,runs,11
everyday,for,12
runs,a,39
among,the,656
the,band,301
get,caught,70
band,members,26
favorite,this,6
in,pursuit,16
though,a,48
this,season,704
pursuit,of,74
season,at,61
to,stress,32
a,full-length,5
with,fake,13
turns,out,291
album,was,22
out,she,52
i,must,357
was,recorded,24
she,can,245
must,of,11
recorded,the,13
can,turn,62
an,institution,12
split,up,13
who,i,274
state,as,32
institution,of,10
up,before,60
of,higher,36
before,it,248
as,at,29
higher,learning,6
could,be,1695
released,and,21
the,project,394
protect,her,26
project,was,40
tonight,is,74
no,idea,549
idea,what,165
and,unique,30
what,that,177
a,boot,12
night,is,87
that,means,356
means,i,114
a,small,1034
the,members,68
today,for,163
went,ahead,18
we're,losing,6
members,of,532
ahead,and,132
boutique,in,7
losing,control,8
in,burbank,9
the,el,20
booked,a,19
burbank,calif,5
had,for,54
flight,on,5
moved,on,81
night,we,84
a,month,646
on,to,837
we,set,38
called,it,110
everybody,go,5
asks,a,8
a,more,569
more,beautiful,26
the,biggest,719
to,kicking,5
in,their,1553
kicking,off,35
their,life,78
e,e,19
life,while,10
e,cummings,5
trend,in,33
and,overcome,14
who,does,105
in,california,213
california,the,21
c,u,41
play,tomorrow,6
u,in,75
conference,in,106
the,happiest,41
in,dc,176
gives,the,88
dc,tomorrow,6
water,at,29
happiest,of,9
the,benefits,122
never,to,67
of,birthdays,6
benefits,of,115
be,heard,85
both,a,73
heard,from,82
birthdays,to,5
wish,i,847
national,library,9
library,card,12
a,gown,7
was,there,302
very,talented,41
gown,with,10
talented,and,32
and,beautiful,77
a,skirt,20
month,to,105
have,said,217
that,happy,13
happy,b,8
this,many,13
your,library,15
b,day,16
is,short,42
short,in,18
times,before,44
before,but,105
calendar,as,5
front,and,63
an,ongoing,53
have,got,69
and,longer,18
longer,in,32
save,money,73
say,it,379
back,the,177
hey,girl,32
again,today,34
that's,awesome,106
girl,your,13
range,in,25
fans,i,23
anyone,got,9
in,length,25
i,even,211
a,saving,7
your,beautiful,52
very,very,226
from,a,2264
a,shot,258
the,marlins,30
very,grateful,24
a,longer,47
shot,with,23
grateful,i,9
tip,to,19
train,that,5
going,all,24
to,share,773
in,on,425
behind,to,20
think,i,1029
share,or,6
a,shorter,18
grateful,for,142
a,cheap,36
tips,for,68
style,that,24
the,caliber,9
what's,that,42
solution,to,78
caliber,of,8
for,summer,80
that,say,39
of,clients,12
what,could,114
are,correct,28
the,floor,463
clients,i,8
people,are,840
no,worries,114
my,heart,664
bouncing,around,7
i,flirt,5
heart,we,8
around,like,29
flirt,with,17
ok,that,28
we,truly,15
like,free,10
please,share,38
free,agents,48
truly,are,15
exactly,i,20
agents,in,15
are,in,894
an,unbelievable,24
kept,thinking,16
in,baseball,57
baseball,the,8
anywhere,in,69
the,governor,245
congrats,for,11
governor,said,24
this,together,22
world,for,64
together,all,20
had,to,2400
of,us,1454
of,lakewood,6
yelling,at,40
autistic,kids,5
hanging,on,36
at,radio,11
on,for,306
just,added,42
the,warehouse,30
for,dear,15
added,a,167
he'll,be,86
dear,life,11
you'd,like,103
a,year,1636
life,to,171
workers,who,44
year,old,451
like,us,94
probably,with,6
the,side,351
old,photo,5
is,losing,30
us,to,857
losing,his,16
to,rt,40
new,wife,10
of,north,115
his,job,116
wife,at,7
send,it,81
job,today,21
at,that,477
it,over,160
that,point,152
today,after,45
south,of,161
after,years,146
that,said,205
it,makes,530
we'd,love,79
years,he,105
said,our,46
makes,a,247
our,server,10
avenue,in,53
to,check,528
a,massive,161
he,would,800
would,receive,23
i,bet,270
i,checked,94
turn,into,104
to,english,14
checked,it,22
campbell,and,11
english,and,67
late,last,84
and,stuart,7
and,english,31
go,out,449
for,now,368
dinner,and,115
raise,the,80
get,real,57
feeling,that,122
a,movie,370
the,roof,134
real,and,76
that,life,78
are,built,18
and,connect,22
teaspoon,ground,6
life,as,128
connect,to,54
built,to,38
didn't,become,5
to,scale,23
become,a,582
the,coach,111
scale,to,5
coach,was,9
wasn't,enough,33
gets,too,18
was,frustrated,7
to,more,212
jam,i,6
the,process,546
they,say,405
sitting,at,86
process,for,60
that,student,8
jr,who,14
student,to,12
to,join,401
like,an,365
join,the,224
an,explosion,27
who,owns,44
wishing,i,29
property,on,10
had,followed,6
was,smart,15
followed,the,92
smart,enough,33
the,normal,74
mills,road,6
lakers,need,5
road,was,14
money,off,13
was,ordered,22
to,dump,26
off,my,259
the,student,137
ordered,by,15
worked,hard,39
just,getting,92
the,dot,12
guy,just,21
getting,off,33
in,high,221
just,flat,6
not,me,97
to,remove,181
flat,out,22
gotta,get,131
caught,the,58
some,sleep,34
stopped,playing,5
i,came,343
eye,of,42
working,in,199
last,minutes,34
of,several,139
to,mind,108
trees,and,78
and,groups,19
point,lead,21
groups,of,66
of,trees,26
filed,with,20
n,st,5
neighbors,of,8
all,time,208
was,accepted,14
shit,really,5
time,you,303
know,you,491
accepted,to,22
can,eat,69
the,schools,141
be,at,527
that's,totally,6
least,to,35
required,for,43
earned,a,80
a,riding,5
the,flight,77
did,i,580
flight,of,22
scholarship,and,5
of,aircraft,7
fresh,out,17
and,ultimately,67
the,river,207
enrolled,at,13
university,that,10
room,tonight,10
it,or,330
that,had,396
of,an,1174
i,send,42
an,airport,21
send,a,114
things,in,258
a,hug,75
seal,team,7
her,the,134
life,are,38
the,hardest,145
if,yes,11
everything,should,11
your,control,10
here's,another,16
should,have,877
control,you,9
our,pleasure,29
have,worked,93
out,but,149
it,a,993
a,party,199
chance,is,7
and,stephen,15
party,or,25
is,my,1072
a,tragedy,32
my,dog,130
checking,up,5
just,like,667
like,u,53
a,picture,369
and,yours,29
picture,of,328
who's,got,21
it,didnt,101
the,status,73
status,of,59
friends,in,113
i've,taken,22
in,denver,125
taken,the,79
all,issues,7
hi,i'm,14
fan,or,8
past,few,200
raised,in,82
colorado,in,15
tune,the,6
few,days,472
in,general,241
the,column,20
the,man,753
days,off,64
man,on,79
off,from,106
send,them,68
year,go,5
them,a,284
your,profile,59
baking,and,10
suck,it,35
you,sweet,14
beer,with,31
and,click,26
creating,and,9
click,on,153
with,our,446
the,cubs,95
and,oh,49
the,street,497
cubs,have,6
them,enough,12
our,app,5
enough,they,13
had,better,37
they,should,359
map,on,7
maybe,they'll,10
should,replace,7
the,right,1580
replace,it,33
and,that,2110
it,for,850
a,drink,161
in,and,1518
have,witnessed,16
and,of,442
witnessed,a,18
just,make,104
of,itself,41
make,sure,1080
a,tremendous,75
does,anyone,182
take,off,96
itself,has,18
sure,you,359
tremendous,amount,13
anyone,have,130
amount,of,714
you,seem,24
seem,like,143
the,actor,35
favorite,books,18
activity,in,33
books,they,25
welcomed,the,19
in,detroit,121
what,youre,39
they,would,631
would,like,705
these,days,484
but,do,93
days,said,13
said,david,48
admit,that,110
youre,talking,11
the,problem,550
problem,with,220
chapter,is,15
i,missed,272
president,and,172
direct,and,12
there's,so,53
and,very,207
start,working,37
with,reality,13
very,cool,130
reality,is,69
and,ceo,56
much,pride,5
ceo,of,120
this,paper,50
pride,in,53
there,no,36
in,bringing,21
bringing,your,7
background,music,7
real,estate,305
best,tweets,7
your,boys,11
the,good,639
boys,the,8
good,wife,11
it's,definitely,57
the,better,253
to,beat,219
negotiated,the,6
definitely,worth,18
beat,all,5
better,team,21
the,sale,141
worth,a,93
team,won,18
sale,by,5
the,penalty,44
any,word,16
penalty,box,7
tweets,that,7
word,on,77
box,to,24
we,look,157
that,fill,6
fill,my,25
my,feed,17
little,pricey,5
the,dark,323
pricey,but,8
this,building,16
dark,side,38
but,you,814
me,too,469
once,again,399
too,small,64
a,joke,184
small,world,30
joke,i,25
go,at,47
playing,a,139
they,won't,92
a,significant,182
know,it's,179
significant,role,13
least,once,61
role,in,330
men,will,23
you,could,875
will,not,876
could,fit,16
is,why,370
not,stop,46
why,i,683
fit,all,9
all,know,169
future,growth,8
know,that,1358
am,now,106
that,lol,76
pointing,out,67
now,a,268
flocks,of,6
a,happy,328
descriptions,of,36
of,california,106
of,elizabeth,11
the,dude,39
dude,from,7
feel,old,17
the,buffalo,19
buffalo,wild,7
or,even,438
wild,wings,8
fight,off,12
wings,the,6
off,a,377
mr,darcy,7
all,for,185
about,his,381
a,potentially,29
for,getting,100
his,phone,33
couldnt,help,25
the,word,826
a,single,594
help,the,242
single,page,5
the,vikings,134
page,or,23
word,out,43
or,less,169
and,therein,8
out,about,135
less,but,9
therein,lies,12
about,our,227
but,yet,34
lies,the,29
yet,these,9
our,benefit,6
a,win,189
problem,for,59
these,characters,34
win,this,95
mitchell,and,9
next,saturday,41
sp,is,5
and,places,31
is,looking,245
places,have,8
justin,is,27
in,georgetown,10
have,come,266
is,such,246
sorry,for,273
come,alive,11
to,playing,40
alive,in,23
the,delay,45
jan,at,13
the,minds,30
a,rising,25
minds,of,32
lol,d,17
are,welcome,95
senior,and,15
they,talked,20
her,readers,5
talked,on,6
and,also,411
celebration,of,101
the,phone,423
a,member,326
same,not,5
member,of,491
